COM_AV,COM_AP,NCC_AV,NCC_AP
77170,77316,EPISY,MORET LOING ET ORVANNE
77166,77316,ECUELLES,MORET LOING ET ORVANNE
76676,76601,SIGY EN BRAY,SAINT LUCIEN
76639,76258,SAINT PIERRE LAVIS,TERRES DE CAUX
76607,76258,SAINTE MARGUERITE SUR FAUVILLE,TERRES DE CAUX
76525,76258,RICARVILLE,TERRES DE CAUX
76248,76146,ESTOUTEVILLE ECALLES,BUCHY
76127,76146,BOSC ROGER SUR BUCHY,BUCHY
76080,76258,BERMONVILLE,TERRES DE CAUX
76078,76258,BENNETOT,TERRES DE CAUX
76044,76258,AUZOUVILLE AUBERBOSC,TERRES DE CAUX
74268,74010,SEYNOD,ANNECY
74245,74282,SAINT MARTIN BELLEVUE,FILLIERE
74217,74010,PRINGY,ANNECY
74204,74282,OLLIERES,FILLIERE
74182,74010,MEYTHET,ANNECY
74120,74282,EVIRES,FILLIERE
74093,74010,CRAN GEVRIER,ANNECY
74022,74282,AVIERNOZ,FILLIERE
74011,74010,ANNECY LE VIEUX,ANNECY
79044,79063,BOUILLE SAINT PAUL,VAL EN VIGNES
79067,79066,CHAMPEAUX,CHAMPDENIERS SAINT DENIS
79151,79136,LOIZE,ALLOINAY
38305,38292,PIN,VILLAGES DU LAC DE PALADRU
89484,89003,VOLGRE,MONTHOLON
89473,89003,VILLIERS SUR THOLON,MONTHOLON
89260,89405,MOLESMES,HAUTS DE FORTERRE
89174,89405,FONTENAILLES,HAUTS DE FORTERRE
89078,89003,CHAMPVALLON,MONTHOLON
89001,89130,ACCOLAY,DEUX RIVIERES
88392,88475,ROCOURT,TOLLAINCOURT
88235,88029,HAUTMOUGEY,VOGE LES BAINS
88234,88029,HARSAULT,VOGE LES BAINS
86219,86019,SAINT CYR,BEAUMONT SAINT CYR
86146,86115,MARIGNY BRIZAY,JAUNAY MARIGNY
79168,79063,MASSAIS,VAL EN VIGNES
85052,85152,CHAPELLE ACHARD,ACHARDS
85044,85009,CHAIX,AUCHAY SUR VENDEE
81113,81218,LABASTIDE DENAT,PUYGOUZON
80608,80621,OMIECOURT,HYPERCOURT
80532,80295,MERICOURT SUR SOMME,ETINEHEM MERICOURT
80447,80621,HYENCOURT LE GRAND,HYPERCOURT
79288,79063,SAINT PIERRE A CHAMP,VAL EN VIGNES
73287,73290,SOLLIERES SARDIERES,VAL CENIS
73167,73235,MONTGELLAFREY,SAINT FRANCOIS LONGCHAMP
61325,61196,PERRIERE,BELFORET EN PERCHE
61318,61196,ORIGNY LE BUTIN,BELFORET EN PERCHE
61315,61474,OMMEEL,GOUFFERN EN AUGE
61157,61474,EXMES,GOUFFERN EN AUGE
61154,61196,EPERRAIS,BELFORET EN PERCHE
61131,61474,COURMENIL,GOUFFERN EN AUGE
61110,61474,COCHERE,GOUFFERN EN AUGE
61083,61474,CHAMBOIS,GOUFFERN EN AUGE
61057,61474,BOURG SAINT LEONARD,GOUFFERN EN AUGE
61019,61474,AVERNES SOUS EXMES,GOUFFERN EN AUGE
61009,61474,AUBRY EN EXMES,GOUFFERN EN AUGE
60532,60196,RESSONS L ABBAYE,DRENNE
61449,61474,SAINT PIERRE LA RIVIERE,GOUFFERN EN AUGE
60453,60196,NEUVILLE D AUMONT,DRENNE
58022,58204,BALLERAY,VAUX D AMOGNES
57523,57482,OGY,OGY MONTOY FLANVILLE
56183,56033,QUELNEUC,CARENTOIR
56064,56061,GLENAC,GACILLY
56038,56061,CHAPELLE GACELINE,GACILLY
54342,54099,MANCIEULLES,VAL DE BRIEY
54341,54099,MANCE,VAL DE BRIEY
53095,53017,EPINEUX LE SEGUIN,VAL DU MAINE
53032,53228,BLANDOUET,BLANDOUET SAINT JEAN
61437,61196,SAINT OUEN DE LA COUR,BELFORET EN PERCHE
61471,61196,SERIGNY,BELFORET EN PERCHE
73163,73235,MONTAIMONT,SAINT FRANCOIS LONGCHAMP
70345,70489,MIELLIN,SERVANCE MIELLIN
73144,73290,LANSLEVILLARD,VAL CENIS
73143,73290,LANSLEBOURG MONT CENIS,VAL CENIS
73056,73290,BRAMANS,VAL CENIS
72240,72262,PONCE SUR LE LOIR,LOIR EN VALLEE
72159,72262,LAVENAY,LOIR EN VALLEE
72108,72025,CRE SUR LOIR,BAZOUGES CRE SUR LOIR
72082,72308,CHEVAIN,SAINT PATERNE LE CHEVAIN
72063,72262,CHAPELLE GAUGAIN,LOIR EN VALLEE
71587,71582,VITRY LES CLUNY,VINEUSE SUR FREGANDE
71288,71582,MASSY,VINEUSE SUR FREGANDE
71180,71582,DONZY LE NATIONAL,VINEUSE SUR FREGANDE
69237,69228,SAINT SORLIN,CHABANIERE
61477,61474,SURVIE,GOUFFERN EN AUGE
69222,69024,SAINT LAURENT D OINGT,VAL D OINGT
69195,69228,SAINT DIDIER SOUS RIVERIE,CHABANIERE
69146,69024,OINGT,VAL D OINGT
67439,67202,SCHAFFHOUSE SUR ZORN,HOCHFELDEN
65480,65399,VIZOS,SALIGOS
65312,65081,MOLERE,BENQUE MOLERE
64020,64225,ANCE,ANCE FEAS
62294,62295,ENGUINEGATTE,ENQUIN LEZ GUINEGATTE
61504,61474,VILLEBADIN,GOUFFERN EN AUGE
61496,61474,UROU ET CRENNES,GOUFFERN EN AUGE
38312,38407,POMMIERS LA PLACETTE,SURE EN CHARTREUSE
14472,14654,OUDON,SAINT PIERRE EN AUGE
38125,38456,CORDEAC,CHATEL EN TRIEVES
14763,14342,VOUILLY,ISIGNY SUR MER
14525,14098,PUTOT EN BESSIN,THUE ET MUE
14517,14005,POUSSY LA CAMPAGNE,VALAMBRAY
14508,14027,PLESSIS GRIMOULT,MONTS D AUNAY
14493,14431,PERCY EN AUGE,MEZIDON VALLEE D AUGE
14490,14143,PARFOURU L ECLIN,CAUMONT SUR AURE
14489,14654,OUVILLE LA BIEN TOURNEE,SAINT PIERRE EN AUGE
14481,14342,OUBEAUX,ISIGNY SUR MER
14479,14011,ORBOIS,AURSEULLES
14477,14027,ONDEFONTAINE,MONTS D AUNAY
38014,38297,ARANDON,ARANDON PASSINS
14462,14342,NEUILLY LA FORET,ISIGNY SUR MER
14450,14654,MONTVIETTE,SAINT PIERRE EN AUGE
14447,14654,MONTPINCON,SAINT PIERRE EN AUGE
14444,14431,MONTEILLE,MEZIDON VALLEE D AUGE
14433,14654,MITTOIS,SAINT PIERRE EN AUGE
14432,14475,MISSY,VAL D ARRY
14423,14098,MESNIL PATRY,THUE ET MUE
14422,14431,MESNIL MAUGER,MEZIDON VALLEE D AUGE
14417,14658,MESNIL CLINCHAMPS,NOUES DE SIENNE
14416,14658,MESNIL CAUSSOIS,NOUES DE SIENNE
14415,14658,MESNIL BENOIST,NOUES DE SIENNE
14413,14347,MESNIL AUZOUF,DIALAN SUR CHAINE
14387,14431,MAGNY LE FREULE,MEZIDON VALLEE D AUGE
14386,14431,MAGNY LA CAMPAGNE,MEZIDON VALLEE D AUGE
14382,14281,LOUVIERES,FORMIGNY LA BATAILLE
14544,14027,ROUCAMPS,MONTS D AUNAY
14551,14591,RUSSY,AURE SUR MER
14666,14712,SANNERVILLE,SALINE
14750,14654,VIEUX PONT EN AUGE,SAINT PIERRE EN AUGE
14749,14431,VIEUX FUME,MEZIDON VALLEE D AUGE
14729,14654,VAUDELOGES,SAINT PIERRE EN AUGE
14722,14143,VACQUERIE,CAUMONT SUR AURE
14702,14475,TOURNAY SUR ODON,VAL D ARRY
14697,14654,TOTES,SAINT PIERRE EN AUGE
14695,14011,TORTEVAL QUESNAY,AURSEULLES
14688,14654,THIEVILLE,SAINT PIERRE EN AUGE
14673,14011,SERMENTOT,AURSEULLES
14671,14658,SEPT FRERES,NOUES DE SIENNE
14662,14357,SAINT VIGOR DES MEZERETS,TERRES DE DRUANCE
14567,14431,SAINT CRESPIN,MEZIDON VALLEE D AUGE
14624,14654,SAINT MARTIN DE FRESNAY,SAINT PIERRE EN AUGE
14616,14654,SAINTE MARGUERITE DE VIETTE,SAINT PIERRE EN AUGE
14611,14658,SAINT MANVIEU BOCAGE,NOUES DE SIENNE
14608,14527,SAINT LOUP DE FRIBOIS,BELLE VIE EN AUGE
14600,14431,SAINT JULIEN LE FAUCON,MEZIDON VALLEE D AUGE
14597,14357,SAINT JEAN LE BLANC,TERRES DE DRUANCE
14596,14672,SAINT JEAN DES ESSARTIERS,VAL DE DROME
14581,14011,SAINT GERMAIN D ECTOT,AURSEULLES
14580,14654,SAINT GEORGES EN AUGE,SAINT PIERRE EN AUGE
14568,14098,SAINTE CROIX GRAND TONNE,THUE ET MUE
14376,14011,LONGRAYE,AURSEULLES
14373,14475,LOCHEUR,VAL D ARRY
14372,14143,LIVRY,CAUMONT SUR AURE
14010,14654,AMMEVILLE,SAINT PIERRE EN AUGE
14128,14027,CAMPANDRE VALCONGRAIN,MONTS D AUNAY
14114,14712,BURES SUR DIVES,SALINE
14109,14098,BROUAY,THUE ET MUE
14099,14654,BRETTEVILLE SUR DIVES,SAINT PIERRE EN AUGE
14081,14654,BOISSEY,SAINT PIERRE EN AUGE
14074,14005,BILLY,VALAMBRAY
14073,14579,BIGNE,SEULLINE
14067,14654,BERVILLE,SAINT PIERRE EN AUGE
14056,14027,BAUQUAY,MONTS D AUNAY
14031,14431,AUTHIEUX PAPION,MEZIDON VALLEE D AUGE
14151,14658,CHAMP DU BOULT,NOUES DE SIENNE
14004,14281,AIGNERVILLE,FORMIGNY LA BATAILLE
09317,09062,UCHENTEIN,BORDES UCHENTEIN
08475,08053,VILLERS CERNAY,BAZEILLES
08371,08053,RUBECOURT ET LAMECOURT,BAZEILLES
08072,08491,BOSSEVAL ET BRIANCOURT,VRIGNE AUX BOIS
04198,04033,SAINT VINCENT LES FORTS,UBAYE SERRE PONCON
03318,03168,VITRAY,MEAULNE VITRAY
01172,01095,GERMAGNAT,NIVIGNE ET SURAN
14142,14342,CASTILLY,ISIGNY SUR MER
14157,14098,CHEUX,THUE ET MUE
14363,14654,LIEURY,SAINT PIERRE EN AUGE
14234,14654,ECOTS,SAINT PIERRE EN AUGE
14359,14431,LECAUDE,MEZIDON VALLEE D AUGE
14350,14672,LANDE SUR DROME,VAL DE DROME
14331,14654,HIEVILLE,SAINT PIERRE EN AUGE
14314,14654,GRANDMESNIL,SAINT PIERRE EN AUGE
14313,14431,GRANDCHAMP LE CHATEAU,MEZIDON VALLEE D AUGE
14296,14658,GAST,NOUES DE SIENNE
14295,14654,GARNETOT,SAINT PIERRE EN AUGE
14279,14658,FONTENERMONT,NOUES DE SIENNE
14268,14005,FIERVILLE BRAY,VALAMBRAY
14267,14011,FEUGUEROLLES SUR SEULLES,AURSEULLES
14235,14281,ECRAMMEVILLE,FORMIGNY LA BATAILLE
14233,14431,ECAJEUL,MEZIDON VALLEE D AUGE
14158,14456,CHICHEBOVILLE,MOULT CHICHEBOVILLE
14219,14027,DANVOU LA FERRIERE,MONTS D AUNAY
14217,14672,DAMPIERRE,VAL DE DROME
14208,14431,CROISSANVILLE,MEZIDON VALLEE D AUGE
14201,14431,CREVECOEUR EN AUGE,MEZIDON VALLEE D AUGE
14192,14658,COURSON,NOUES DE SIENNE
14189,14431,COUPESARTE,MEZIDON VALLEE D AUGE
14188,14579,COULVAIN,SEULLINE
14176,14005,CONTEVILLE,VALAMBRAY
14164,14349,CLINCHAMPS SUR ORNE,LAIZE CLINCHAMPS
14617,14431,SAINTE MARIE AUX ANGLAIS,MEZIDON VALLEE D AUGE
15044,15138,CHASTEL SUR MURAT,MURAT
24503,24253,SAINT SULPICE DE MAREUIL,MAREUIL EN PERIGORD
27648,27412,TOSTES,TERRES DE BORD
27510,27448,SAINT AQUILIN DE PACY,PACY SUR EURE
27452,27425,PERRIERS LA CAMPAGNE,NASSANDRES SUR RISLE
27344,27062,HOULBEC PRES LE GROS THEIL,MONTS DU ROUMOIS
15099,15142,LAVASTRIE,NEUVEGLISE SUR TRUYERE
27265,27679,FRANCHEVILLE,VERNEUIL D AVRE ET D ITON
27253,27425,FONTAINE LA SORET,NASSANDRES SUR RISLE
27131,27425,CARSIX,NASSANDRES SUR RISLE
27093,27090,BOSNORMAND,BOSROUMOIS
27092,27062,BOSGUERARD DE MARCOUVILLE,MONTS DU ROUMOIS
27058,27058,BERNIERES SUR SEINE,TROIS LACS
25610,25222,VERRIERES DU GROSBOIS,ETALANS
25593,25147,VAUX LES PRES,CHEMAUDIN ET VAUX
25531,25156,SANTOCHE,PAYS DE CLERVAL
25399,25460,MONTFORT,VAL
25319,25334,LABERGEMENT DU NAVOIS,LEVIER
25292,25334,GRANGES MAILLOT,LEVIER
25123,25222,CHARBONNIERES LES SAPINS,ETALANS
37227,37232,SAINT MICHEL SUR LOIRE,COTEAUX SUR LOIRE
37135,37021,LOUESTAULT,BEAUMONT LOUESTAULT
37120,37232,INGRANDES DE TOURAINE,COTEAUX SUR LOIRE
37102,37123,ESSARDS,LANGEAIS
35323,35191,SELLE EN COGLES,PORTES DU COGLAIS
35267,35257,SAINT ETIENNE EN COGLES,MAEN ROCH
35254,35069,SAINT AUBIN DU PAVAIL,CHATEAUGIRON
35209,35069,OSSE,CHATEAUGIRON
35083,35191,COGLES,PORTES DU COGLAIS
35048,35168,CAMPEL,VAL D ANAST
33107,33106,CASTILLON DE CASTETS,CASTETS ET CASTILLON
31307,31412,LUNAX,PEGUILHAN
29203,29021,PLOUNEOUR TREZ,PLOUNEOUR BRIGNOGAN PLAGES
29149,29076,MILIZAC,MILIZAC GUIPRONVEL
24579,24253,VIEUX MAREUIL,MAREUIL EN PERIGORD
27274,27294,GAILLARDBOIS CRESSENVILLE,VAL D ORGER
24475,24147,SAINT PANTALY D ANS,CUBJAC AUVEZERE VAL D ANS
16266,16242,POUGNE,NANTEUIL EN VALLEE
22192,22209,PLESSIX BALISSON,BEAUSSAIS SUR MER
22167,22107,PERRET,BON REPOS SUR BLAVET
21658,21195,VAUCHIGNON,CORMOT VAUCHIGNON
19183,19010,SAINT BAZILE DE LA ROCHE,ARGENTAT SUR DORDOGNE
16417,16204,VIVILLE,BELLEVIGNE
16386,16204,TOUZAC,BELLEVIGNE
16324,16242,SAINT GERVAIS,NANTEUIL EN VALLEE
16265,16046,PORCHERESSE,COTEAUX DU BLANZACAIS
22298,22158,SAINT GUEN,GUERLEDAN
24447,24053,SAINTE MARIE DE CHIGNAC,BOULAZAC ISLE MANOIRE
16235,16242,MOUTARDON,NANTEUIL EN VALLEE
16219,16242,MESSEUX,NANTEUIL EN VALLEE
16129,16204,ERAVILLE,BELLEVIGNE
16006,16242,AIZECQ,NANTEUIL EN VALLEE
15227,15142,SERIERS,NEUVEGLISE SUR TRUYERE
15145,15142,ORADOUR,NEUVEGLISE SUR TRUYERE
22290,22107,SAINT GELVEN,BON REPOS SUR BLAVET
16247,16204,NONAVILLE,BELLEVIGNE
22357,22209,TREGON,BEAUSSAIS SUR MER
24435,24362,SAINT LAURENT DES BATONS,VAL DE LOUYRE ET CAUDEAU
24369,24026,SAINT ANTOINE D AUBEROCHE,BASSILLAC ET AUBEROCHE
24344,24253,PUYRENIER,MAREUIL EN PERIGORD
24333,24216,PONTEYRAUD,JEMAYE PONTEYRAUD
24283,24253,MONSEC,MAREUIL EN PERIGORD
24270,24026,MILHAC D AUBEROCHE,BASSILLAC ET AUBEROCHE
24258,24312,MARSANEIX,SANILHAC
24235,24253,LEGUILLAC DE CERCLES,MAREUIL EN PERIGORD
24204,24117,GREZES,COTEAUX PERIGOURDINS
24203,24253,GRAULGES,MAREUIL EN PERIGORD
24166,24026,EYLIAC,BASSILLAC ET AUBEROCHE
24439,24053,SAINT LAURENT SUR MANOIRE,BOULAZAC ISLE MANOIRE
24103,24026,CHANGE,BASSILLAC ET AUBEROCHE
24099,24253,CHAMPEAUX ET LA CHAPELLE POMMIER,MAREUIL EN PERIGORD
24093,24554,CERCLES,TOUR BLANCHE CERCLES
24092,24362,CENDRIEUX,VAL DE LOUYRE ET CAUDEAU
24065,24312,BREUILH,SANILHAC
24047,24147,BOISSIERE D ANS,CUBJAC AUVEZERE VAL D ANS
